CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE,PreviousName_1.CompanyName,PreviousName_2.CONDATE,PreviousName_2.CompanyName,PreviousName_3.CONDATE,PreviousName_3.CompanyName,PreviousName_4.CONDATE,PreviousName_4.CompanyName,PreviousName_5.CONDATE,PreviousName_5.CompanyName,PreviousName_6.CONDATE,PreviousName_6.CompanyName,PreviousName_7.CONDATE,PreviousName_7.CompanyName,PreviousName_8.CONDATE,PreviousName_8.CompanyName,PreviousName_9.CONDATE,PreviousName_9.CompanyName,PreviousName_10.CONDATE,PreviousName_10.CompanyName,ConfStmtNextDueDate,ConfStmtLastMadeUpDate
BALFOUR PROJECT SERVICES LIMITED,09925846,,,13TH FLOOR ONE CROYDON C/O SABLE INTERNATIONAL,12-16 ADDISCOMBE ROAD,CROYDON,,,CR0 0XT,Private Limited Company,Active,United Kingdom,NA,22/12/2015,31,12,30/09/2020,31/12/2018,,19/01/2017,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/09925846,,,,,,,,,,,,,,,,,,,,,04/01/2021,21/12/2019
THE PILATES STUDIO LIMITED,03671172,CONNECT ACCOUNTING,,REAR OF RAYDEAN HOUSE,15 WESTERN PARADE,BARNET,HERTFORDSHIRE,,EN5 1AH,Private Limited Company,Active,United Kingdom,NA,20/11/1998,29,11,29/08/2020,29/11/2018,TOTAL EXEMPTION FULL,18/12/2016,20/11/2015,0,0,0,0,93130 - Fitness facilities,,,,0,0,http://business.data.gov.uk/id/company/03671172,,,,,,,,,,,,,,,,,,,,,04/12/2020,20/11/2019
STORM NEW MEDIA LTD.,07485237,,,NO 1,13 ST. PHILIPS ROAD,SURBITON,,ENGLAND,KT6 4DU,Private Limited Company,Active,United Kingdom,NA,07/01/2011,31,1,31/10/2020,31/01/2019,,04/02/2017,07/01/2016,1,1,0,0,73120 - Media representation services,,,,0,0,http://business.data.gov.uk/id/company/07485237,10/08/2011,SKYLAB NEW MEDIA LIMITED,,,,,,,,,,,,,,,,,,,21/01/2021,07/01/2020
PADME PRIYA LTD,11455976,,,12 HONEYSUCKLE CRESCENT,WALTON CARDIFF,TEWKESBURY,GLOUCESTERSHIRE,ENGLAND,GL20 7FQ,Private Limited Company,Active,United Kingdom,NA,09/07/2018,31,7,30/04/2021,31/07/2019,UNAUDITED ABRIDGED,06/08/2019,,0,0,0,0,86101 - Hospital activities,,,,0,0,http://business.data.gov.uk/id/company/11455976,,,,,,,,,,,,,,,,,,,,,18/07/2020,04/07/2019
R J THERAPY ASSOCIATES LTD,09499104,,,7 BEECH GROVE,,BIRMINGHAM,WEST MIDLANDS,ENGLAND,B14 4DH,Private Limited Company,Active,United Kingdom,NA,19/03/2015,31,3,31/12/2020,31/03/2019,,16/04/2017,19/03/2016,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/09499104,,,,,,,,,,,,,,,,,,,,,02/04/2021,19/03/2020
RIVERVIEW PROPERTY INVESTMENTS LIMITED,11351382,,,612 PERSHORE ROAD,SELLY PARK,BIRMINGHAM,,ENGLAND,B29 7HQ,Private Limited Company,Active,United Kingdom,NA,09/05/2018,31,5,28/02/2021,31/05/2019,TOTAL EXEMPTION FULL,06/06/2019,,2,2,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/11351382,,,,,,,,,,,,,,,,,,,,,22/05/2020,08/05/2019
@PROJECT CONTROLS LIMITED,05758811,,,3 SOUTHERNHAY WEST,,EXETER,,ENGLAND,EX1 1JG,Private Limited Company,Active,United Kingdom,NA,28/03/2006,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,25/04/2017,28/03/2016,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/05758811,08/05/2006,@ PROJECT CONTROLS LIMITED,,,,,,,,,,,,,,,,,,,11/04/2020,28/03/2019
IFFIN FARMHOUSE LTD,08084287,,,71 NEW DOVER ROAD,,CANTERBURY,KENT,ENGLAND,CT1 3DZ,Private Limited Company,Active,United Kingdom,NA,25/05/2012,31,5,28/02/2021,31/05/2019,,22/06/2017,25/05/2016,0,0,0,0,55900 - Other accommodation,,,,0,0,http://business.data.gov.uk/id/company/08084287,,,,,,,,,,,,,,,,,,,,,08/06/2020,25/05/2019
PARIS CLOTHING LIMITED,06079915,,,2 ABBEYGATE,,GRIMSBY,,ENGLAND,DN31 1JY,Private Limited Company,Active,United Kingdom,NA,02/02/2007,31,12,30/09/2020,31/12/2018,,02/03/2017,02/02/2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/06079915,,,,,,,,,,,,,,,,,,,,,16/02/2021,02/02/2020
BOSINIT LTD,11619654,,,49 NORTHCOTT,,BRACKNELL,,UNITED KINGDOM,RG12 7WR,Private Limited Company,Active,United Kingdom,NA,12/10/2018,31,10,12/07/2020,,NO ACCOUNTS FILED,09/11/2019,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11619654,,,,,,,,,,,,,,,,,,,,,25/10/2020,11/10/2019
RAY'S GARAGE LIMITED,05866228,,,SOMERSHAM ROAD,PIDLEY,HUNTINGDON,CAMBRIDGESHIRE,,PE28 3DG,Private Limited Company,Active,United Kingdom,NA,04/07/2006,31,5,28/02/2021,31/05/2019,,01/08/2016,04/07/2015,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/05866228,,,,,,,,,,,,,,,,,,,,,18/07/2020,04/07/2019
WORLD SKEET MASTERS LIMITED,12424267,,,ERISWELL LODGE BRANDON ROAD,ERISWELL,BRANDON,,ENGLAND,IP27 9FB,Private Limited Company,Active,United Kingdom,NA,24/01/2020,31,1,24/10/2021,,NO ACCOUNTS FILED,21/02/2021,,0,0,0,0,93199 - Other sports activities,,,,0,0,http://business.data.gov.uk/id/company/12424267,,,,,,,,,,,,,,,,,,,,,06/02/2021,
FENISCOWLES AND PLEASINGTON WAR MEMORIAL RECREATION GROUND,CE018972,,,,,,,,,Charitable Incorporated Organisation,Active,United Kingdom,NA,25/09/2019,NA,NA,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/CE018972,,,,,,,,,,,,,,,,,,,,,,
"HELIUM GLOBAL CO., LTD",12331769,,,SUITE 41,7 BELL YARD,LONDON,,ENGLAND,WC2A 2JR,Private Limited Company,Active,United Kingdom,NA,25/11/2019,30,11,25/08/2021,,NO ACCOUNTS FILED,23/12/2020,,0,0,0,0,99000 - Activities of extraterritorial organizations and bodies,,,,0,0,http://business.data.gov.uk/id/company/12331769,,,,,,,,,,,,,,,,,,,,,19/12/2020,05/12/2019
ASHBURN CARAVAN PARK LTD,SC569247,,,8 MITCHELL STREET,,LEVEN,,UNITED KINGDOM,KY8 4HJ,Private Limited Company,Active,United Kingdom,NA,21/06/2017,28,2,30/11/2020,28/02/2019,UNAUDITED ABRIDGED,19/07/2018,,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/SC569247,,,,,,,,,,,,,,,,,,,,,04/07/2020,20/06/2019
OXFORD AVIATION HOLDINGS LIMITED,03394796,,,3RD FLOOR,105 WIGMORE STREET,LONDON,,,W1U 1QY,Private Limited Company,Active,United Kingdom,NA,30/06/1997,29,12,29/09/2020,31/12/2018,DORMANT,29/06/2017,01/06/2016,2,0,0,2,70100 - Activities of head offices,,,,0,0,http://business.data.gov.uk/id/company/03394796,,,,,,,,,,,,,,,,,,,,,14/06/2020,31/05/2019
DSA BOOKKEEPING LIMITED,11309124,,,THE OLD BOARDROOM,COLLETT ROAD,WARE,HERTFORDSHIRE,UNITED KINGDOM,SG12 7LR,Private Limited Company,Active,United Kingdom,NA,13/04/2018,30,4,31/01/2021,30/04/2019,TOTAL EXEMPTION FULL,11/05/2019,,0,0,0,0,69202 - Bookkeeping activities,,,,0,0,http://business.data.gov.uk/id/company/11309124,,,,,,,,,,,,,,,,,,,,,26/04/2021,12/04/2020
MARTIN VESER,09954597,,,THE PICASSO BUILDING,CALDERVALE ROAD,WAKEFIELD,WEST YORKSHIRE,UNITED KINGDOM,WF1 5PF,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,NA,15/01/2016,31,12,30/09/2020,31/12/2018,DORMANT,12/02/2017,,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/09954597,05/01/2017,KTF CORP.,,,,,,,,,,,,,,,,,,,28/01/2021,14/01/2020
ABG DIGITAL LTD,12219732,,,UNIT 4 OFFICE 91A ROSEVILLE ROAD,ROSEVILLE HOUSE,LEEDS,,ENGLAND,LS7 1BQ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,21/09/2019,30,9,21/06/2021,,NO ACCOUNTS FILED,19/10/2020,,0,0,0,0,73110 - Advertising agencies,,,,0,0,http://business.data.gov.uk/id/company/12219732,,,,,,,,,,,,,,,,,,,,,04/10/2020,
HJH PUBLISHING LIMITED,07794920,,,TREVINA HOUSE,ST. NEOT,LISKEARD,,ENGLAND,PL14 6NR,Private Limited Company,Active,United Kingdom,NA,03/10/2011,31,10,31/07/2020,31/10/2018,,31/10/2016,03/10/2015,0,0,0,0,58190 - Other publishing activities,,,,0,0,http://business.data.gov.uk/id/company/07794920,,,,,,,,,,,,,,,,,,,,,17/10/2020,03/10/2019
BBOXITCONSULTANTS LIMITED,12315564,,,12 GEORGE STREET,CARCROFT,DONCASTER,SOUTH YORKSHIRE,ENGLAND,DN6 8BH,Private Limited Company,Active,United Kingdom,NA,14/11/2019,30,11,14/08/2021,,NO ACCOUNTS FILED,12/12/2020,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/12315564,,,,,,,,,,,,,,,,,,,,,27/11/2020,
AMH RESEARCH LIMITED,09164169,,,THIRD FLOOR,207 REGENT STREET,LONDON,,,W1B 3HH,Private Limited Company,Active,United Kingdom,NA,06/08/2014,31,8,31/05/2020,31/08/2018,UNAUDITED ABRIDGED,03/09/2016,06/08/2015,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/09164169,,,,,,,,,,,,,,,,,,,,,20/08/2020,06/08/2019
SIGN4SPORT LTD,08076836,,,10 CHURCH ROAD,CHEADLE HULME,CHEADLE,CHESHIRE,,SK8 7JU,Private Limited Company,Active,United Kingdom,NA,21/05/2012,31,5,29/02/2020,31/05/2018,TOTAL EXEMPTION FULL,18/06/2017,21/05/2016,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08076836,07/07/2014,SIGN4ALL LIMITED,28/10/2013,SIGN4LANGUAGE LIMITED,02/09/2013,SIGN4SPORT LTD,,,,,,,,,,,,,,,04/06/2020,21/05/2019
HIDDEN BEAUTY 4U LIMITED,05279173,,,16 KELVIN GROVE,,CHESSINGTON,SURREY,,KT9 1DP,Private Limited Company,Active,United Kingdom,NA,05/11/2004,30,11,31/08/2020,30/11/2018,TOTAL EXEMPTION FULL,03/12/2016,05/11/2015,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/05279173,,,,,,,,,,,,,,,,,,,,,19/11/2020,05/11/2019
PAVILION ENTERPRISE (BOLTON) LTD,11219865,,,139 WILBRAHAM ROAD,FALLOWFIELD,MANCHESTER,,UNITED KINGDOM,M14 7DS,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,22/02/2018,28,2,30/11/2020,28/02/2019,TOTAL EXEMPTION FULL,22/03/2019,,0,0,0,0,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id/company/11219865,,,,,,,,,,,,,,,,,,,,,06/03/2020,21/02/2019
WJS HOLDINGS LTD,10489169,,,LOWER FLAT 35 STRETFORD ROAD,URMSTON,MANCHESTER,,UNITED KINGDOM,M41 9JY,Private Limited Company,Active,United Kingdom,NA,21/11/2016,30,3,30/12/2020,31/03/2019,,19/12/2017,,4,3,0,1,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/10489169,,,,,,,,,,,,,,,,,,,,,18/05/2020,04/05/2019
PRIM DIGITAL LTD,10265751,,,9 PLANTAGENET ROAD,,BARNET,,ENGLAND,EN5 5JG,Private Limited Company,Active,United Kingdom,NA,06/07/2016,31,7,30/04/2021,31/07/2019,,03/08/2017,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/10265751,,,,,,,,,,,,,,,,,,,,,19/07/2020,05/07/2019
FAST-SPECIAL LIMITED,05849885,,,5 JUPITER HOUSE,CALLEVA PARK ALDERMASTON,READING,BERKSHIRE,,RG7 8NN,Private Limited Company,Active,United Kingdom,NA,19/06/2006,31,12,30/09/2020,31/12/2018,,17/07/2017,19/06/2016,0,0,0,0,45320 - Retail trade of motor vehicle parts and accessories,,,,0,0,http://business.data.gov.uk/id/company/05849885,,,,,,,,,,,,,,,,,,,,,03/07/2020,19/06/2019
CHRISTOPHER FEARN LIMITED,08737302,,,61 VICTORIA GROVE,,BRIDPORT,DORSET,,DT6 3AE,Private Limited Company,Active,United Kingdom,NA,17/10/2013,31,12,30/09/2020,31/12/2018,UNAUDITED ABRIDGED,14/11/2016,17/10/2015,0,0,0,0,71111 - Architectural activities,,,,0,0,http://business.data.gov.uk/id/company/08737302,,,,,,,,,,,,,,,,,,,,,31/10/2020,17/10/2019
ECLIPSE COMPUTING LIMITED,02093269,,,THE LODGE CHELWOOD VACHERY,MILLBROOK HILL NUTLEY,UCKFIELD,EAST SUSSEX,,TN22 3HR,Private Limited Company,Active,United Kingdom,NA,26/01/1987,31,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,12/07/2017,14/06/2016,2,1,0,1,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/02093269,,,,,,,,,,,,,,,,,,,,,28/06/2020,14/06/2019
UCD CONCEPT LIMITED,09418204,,,4 WELLINGTON CIRCUS,,NOTTINGHAM,,ENGLAND,NG1 5AL,Private Limited Company,Active,United Kingdom,NA,03/02/2015,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,03/03/2017,03/02/2016,0,0,0,0,16230 - Manufacture of other builders' carpentry and joinery,,,,0,0,http://business.data.gov.uk/id/company/09418204,21/04/2015,UNIT CONCEPT SOLUTIONS LIMITED,,,,,,,,,,,,,,,,,,,17/02/2021,03/02/2020
NATIONAL TAXI ASSOCIATION,03384756,,,60 CHESTERHOLM,SANDSFIELD PARK,CARLISLE,,,CA2 7XX,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,NA,11/06/1997,31,12,30/09/2020,31/12/2018,,09/07/2017,11/06/2016,0,0,0,0,94990 - Activities of other membership organizations n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/03384756,,,,,,,,,,,,,,,,,,,,,25/06/2020,11/06/2019
XS IRVINE LIMITED,SC348559,,,3 BREWSTER PLACE,RIVERSIDE BUSINESS PARK,IRVINE,,,KA11 5DD,Private Limited Company,Active,United Kingdom,NA,16/09/2008,31,1,31/10/2020,31/01/2019,SMALL,14/10/2016,16/09/2015,1,1,0,0,47190 - Other retail sale in non-specialised stores,,,,0,0,http://business.data.gov.uk/id/company/SC348559,,,,,,,,,,,,,,,,,,,,,30/09/2020,16/09/2019
JOHN BRETHERTON CONSULTANCY LIMITED,08597569,,,RICHARD HOUSE,WINCKLEY SQUARE,PRESTON,LANCASHIRE,,PR1 3HP,Private Limited Company,Active,United Kingdom,NA,04/07/2013,31,3,31/12/2020,31/03/2019,,01/08/2016,04/07/2015,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/08597569,,,,,,,,,,,,,,,,,,,,,18/07/2020,04/07/2019
SIXTEEN CRANLEY GARDENS RTM COMPANY LIMITED,09531712,,,94 PARK LANE,,CROYDON,SURREY,UNITED KINGDOM,CR0 1JB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,08/04/2015,31,12,30/09/2020,31/12/2018,DORMANT,06/05/2017,08/04/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/09531712,,,,,,,,,,,,,,,,,,,,,22/04/2021,08/04/2020
TANDOORI CO. LIMITED,04052405,,,31 BRIXHAM ROAD,,READING,,ENGLAND,RG2 7RA,Private Limited Company,Active,United Kingdom,NA,14/08/2000,31,8,31/05/2020,31/08/2018,,11/09/2016,14/08/2015,1,1,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/04052405,,,,,,,,,,,,,,,,,,,,,28/08/2020,14/08/2019
LILYSTONE HOMES LIMITED,06195195,,,THE HALL THORPE STREET,RAUNDS,WELLINGBOROUGH,NORTHAMPTONSHIRE,ENGLAND,NN9 6LT,Private Limited Company,Active,United Kingdom,NA,30/03/2007,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,27/04/2017,30/03/2016,6,5,0,1,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/06195195,,,,,,,,,,,,,,,,,,,,,12/04/2021,29/03/2020
FEXCO PROPERTY SERVICES LIMITED,09581234,,,15 GALENA ROAD,HAMMERSMITH,LONDON,,ENGLAND,W6 0LT,Private Limited Company,Active,United Kingdom,NA,08/05/2015,31,12,30/09/2020,30/12/2018,FULL,05/06/2017,08/05/2016,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/09581234,09/07/2018,CARRANVIEW LIMITED,,,,,,,,,,,,,,,,,,,22/05/2020,08/05/2019
GERALDINE COLE COUNSELLING SERVICES LIMITED,09365379,,,58 WOODHEYS DRIVE,,SALE,,ENGLAND,M33 4JD,Private Limited Company,Active,United Kingdom,NA,23/12/2014,31,12,30/09/2020,31/12/2018,,20/01/2017,23/12/2015,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/09365379,,,,,,,,,,,,,,,,,,,,,06/01/2021,23/12/2019
SAGACITY EDUCATION LTD,11059706,,,DORCAN BUSINESS CENTRE SUITE 6 UNIT C DORCAN COMPLEX,FARADAY ROAD,SWINDON,WILTSHIRE,,SN3 5HQ,Private Limited Company,Active,United Kingdom,NA,13/11/2017,30,11,31/08/2021,30/11/2019,,11/12/2018,,0,0,0,0,85600 - Educational support services,,,,0,0,http://business.data.gov.uk/id/company/11059706,,,,,,,,,,,,,,,,,,,,,26/11/2020,12/11/2019
FBF ENGINEERING SURVEY LTD,11661165,,,62A SELWYN ROAD,,PLAISTOW,LONDON,UNITED KINGDOM,E13 0PY,Private Limited Company,Active,United Kingdom,NA,06/11/2018,30,11,06/08/2020,,NO ACCOUNTS FILED,04/12/2019,,0,0,0,0,71129 - Other engineering activities,,,,0,0,http://business.data.gov.uk/id/company/11661165,,,,,,,,,,,,,,,,,,,,,19/11/2020,05/11/2019
MORTIMER & GAUSDEN LIMITED,07025942,,,7 LANGTON PLACE,,BURY ST EDMUNDS,SUFFOLK,ENGLAND,IP33 1NE,Private Limited Company,Active,United Kingdom,NA,22/09/2009,30,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,20/10/2016,22/09/2015,1,1,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/07025942,,,,,,,,,,,,,,,,,,,,,06/10/2020,22/09/2019
THE LARK GROUP LTD,11665824,,,FLAT 72,85 FAIRFIELD ROAD,LONDON,,UNITED KINGDOM,E3 2QF,Private Limited Company,Active,United Kingdom,NA,07/11/2018,30,11,07/08/2020,,NO ACCOUNTS FILED,05/12/2019,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,,0,0,http://business.data.gov.uk/id/company/11665824,,,,,,,,,,,,,,,,,,,,,20/11/2020,06/11/2019
LEEK COACHING LTD,10216313,,,29 SHERWOOD CLOSE,FETCHAM,LEATHERHEAD,SURREY,,KT22 9QT,Private Limited Company,Active,United Kingdom,NA,06/06/2016,30,6,31/03/2021,30/06/2019,,04/07/2017,,0,0,0,0,93120 - Activities of sport clubs,,,,0,0,http://business.data.gov.uk/id/company/10216313,,,,,,,,,,,,,,,,,,,,,19/06/2020,05/06/2019
CAVERSHAM PARK VILLAGE SOCIAL CLUB LIMITED,IP24686R,,,THE MILESTONE CENTRE,NORTHBROOK ROAD,CAVERSHAM PARK VILLAGE,READING,,RG4 0PF,Registered Society,Active,United Kingdom,NA,30/11/1984,NA,NA,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/IP24686R,,,,,,,,,,,,,,,,,,,,,14/12/2016,
MARINERS PARK ESTATE SOUTH MANAGEMENT COMPANY LIMITED,08902831,,,CITYGATE,ST. JAMES BOULEVARD,NEWCASTLE UPON TYNE,TYNE AND WEAR,UNITED KINGDOM,NE1 4JE,Private Limited Company,Active,United Kingdom,NA,19/02/2014,31,5,28/02/2021,31/05/2019,DORMANT,13/03/2017,13/02/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/08902831,,,,,,,,,,,,,,,,,,,,,13/04/2021,30/03/2020
COOPER STEEL AND WELDING SERVICES LTD,11528336,,,UNIT 3 MERCHANT,EVEGATE BUSINESS PARK,ASHFORD,KENT,ENGLAND,TN25 6SX,Private Limited Company,Active,United Kingdom,NA,21/08/2018,31,8,21/05/2020,,NO ACCOUNTS FILED,18/09/2019,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11528336,,,,,,,,,,,,,,,,,,,,,03/09/2020,20/08/2019
ANDERGATE PROPERTIES LIMITED,00552988,,,75 HAVERSTOCK HILL,LONDON,,,,NW3 4SL,Private Limited Company,Active,United Kingdom,NA,05/08/1955,28,2,30/11/2020,28/02/2019,,19/07/2017,21/06/2016,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/00552988,,,,,,,,,,,,,,,,,,,,,26/12/2020,12/12/2019
UK AEROSPACE  LIMITED,06379150,,,38 BALFOUR ROAD,,OXFORD,,ENGLAND,OX4 6AQ,Private Limited Company,Active,United Kingdom,NA,24/09/2007,30,9,30/06/2020,30/09/2018,,22/10/2016,24/09/2015,0,0,0,0,51210 - Freight air transport,,,,0,0,http://business.data.gov.uk/id/company/06379150,,,,,,,,,,,,,,,,,,,,,08/10/2020,24/09/2019
WHITTLE JONES GROUP LIMITED,01911331,,,LYNTON HOUSE,ACKHURST PARK FOXHOLE ROAD,CHORLEY,LANCASHIRE,,PR7 1NY,Private Limited Company,Active,United Kingdom,NA,07/05/1985,31,3,31/12/2020,31/03/2019,FULL,25/07/2017,27/06/2016,6,2,0,4,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/01911331,,,,,,,,,,,,,,,,,,,,,11/07/2020,27/06/2019
BATBOX LIMITED,04984951,,,17 HIGH STREET,,OLNEY,,ENGLAND,MK46 4EB,Private Limited Company,Active,United Kingdom,NA,04/12/2003,31,3,31/12/2020,31/03/2019,,01/01/2017,04/12/2015,0,0,0,0,27900 - Manufacture of other electrical equipment,,,,0,0,http://business.data.gov.uk/id/company/04984951,,,,,,,,,,,,,,,,,,,,,18/12/2020,04/12/2019
CORE CITI OFFICES LTD,SC439738,,,19 ADELPHI,MERCHANT QUARTER,ABERDEEN,,,AB11 5BL,Private Limited Company,Active,United Kingdom,NA,07/01/2013,31,10,31/10/2020,31/10/2018,TOTAL EXEMPTION FULL,04/02/2017,07/01/2016,0,0,0,0,55900 - Other accommodation,,,,0,0,http://business.data.gov.uk/id/company/SC439738,,,,,,,,,,,,,,,,,,,,,21/01/2021,07/01/2020
CHOICE CARTRIDGES LIMITED,09537011,,,1 STAINBURN PARADE,MOORTOWN,LEEDS,,ENGLAND,LS17 6NA,Private Limited Company,Active,United Kingdom,NA,10/04/2015,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,08/05/2017,10/04/2016,0,0,0,0,47620 - Retail sale of newspapers and stationery in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/09537011,,,,,,,,,,,,,,,,,,,,,24/04/2020,10/04/2019
PARKINSON HOLT LIMITED LIABILITY PARTNERSHIP,OC366100,,,VICTORIA HOUSE,26 QUEEN VICTORIA STREET,READING,BERKSHIRE,,RG1 1TG,Limited Liability Partnership,Active,United Kingdom,NA,01/07/2011,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,29/07/2016,01/07/2015,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC366100,,,,,,,,,,,,,,,,,,,,,15/07/2020,01/07/2019
LORNA LEE LTD,08976707,,,1 CITY ROAD EAST,,MANCHESTER,,,M15 4PN,Private Limited Company,Liquidation,United Kingdom,NA,03/04/2014,30,4,31/01/2018,30/04/2016,TOTAL EXEMPTION SMALL,01/05/2017,03/04/2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/08976707,,,,,,,,,,,,,,,,,,,,,17/04/2017,
STWEM LIMITED,08370194,,,41B BEACH ROAD,,LITTLEHAMPTON,WEST SUSSEX,,BN17 5JA,Private Limited Company,Active,United Kingdom,NA,22/01/2013,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,19/03/2017,19/02/2016,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/08370194,,,,,,,,,,,,,,,,,,,,,05/03/2021,19/02/2020
NORTHWEST ULTRASONICS LIMITED,11914742,,,18-18A REGENT ROAD,LIVERPOOL,MERSEYSIDE,,UNITED KINGDOM,L3 7DS,Private Limited Company,Active,United Kingdom,NA,29/03/2019,31,3,29/12/2020,,NO ACCOUNTS FILED,26/04/2020,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11914742,,,,,,,,,,,,,,,,,,,,,11/04/2020,
GCSC LIMITED,04640447,,,21 STAFFORD ROAD,,CROYDON,,,CR0 4NG,Private Limited Company,Active,United Kingdom,NA,17/01/2003,30,4,31/01/2021,30/04/2019,TOTAL EXEMPTION FULL,14/02/2017,17/01/2016,0,0,0,0,81222 - Specialised cleaning services,,,,0,0,http://business.data.gov.uk/id/company/04640447,,,,,,,,,,,,,,,,,,,,,31/01/2021,17/01/2020
